0.24871,0.0108914,1.0741
0.271665,0.0316914,1.01406
-0.234027,-0.469395,1.53626
-0.166743,-0.319511,1.33188
-0.171015,-0.321013,1.32233
-0.151199,-0.120446,1.4022
-0.0304569,-0.259895,1.79324
-0.169371,-0.294922,1.66474
-0.0786419,0.0788837,0.86412
0.261202,0.033649,1.00678
0.219305,-0.773755,1.75065
0.200729,-0.735936,1.66108
-0.146808,-0.0727016,1.28591
-0.0486534,-0.299368,1.29117
-0.0585855,-0.297838,1.31022
-0.22306,0.0481233,0.967515
-0.0693064,0.0642949,0.919696
-0.111712,0.0327489,1.02104
-0.126686,0.0268821,1.04936
-0.284171,0.0495013,0.968986
0.236814,0.110241,0.739276
0.249516,0.106506,0.768249
0.233653,0.0812172,0.838739
0.011577,0.0132769,1.11675
0.0695586,0.0629808,0.916856
0.0363417,0.0892916,0.827069
0.116852,0.0810037,0.831976
0.133452,0.0256216,1.05832
0.0510531,0.0773819,0.880755
0.244298,0.0483928,0.964097
0.222944,0.0819601,0.840392
0.0933401,-0.183548,1.7324
0.0881849,-0.16662,1.65746
0.181124,-0.754086,1.70575
0.117001,0.0853512,0.817346
0.123433,0.0853399,0.835069
0.191721,0.0638239,0.912625
0.0630241,0.0367742,0.998269
0.169039,0.0143531,1.08603
0.232958,-0.0195067,1.12037
0.306063,0.0633764,0.918877
0.227548,-0.454796,1.81562
0.12458,-0.27715,1.61206
0.122945,-0.354565,1.65674
-0.100001,-0.309331,1.37297
-0.163201,-0.313147,1.33564
-0.196155,-0.320918,0.891732
0.21496,-0.0375445,1.25762
0.0842574,0.0831386,0.840267
0.23274,0.0437671,0.983299
-0.197104,-0.255863,0.911485
-0.139656,-0.460058,1.6339
-0.348637,-0.263606,0.829877
0.229739,-0.392219,1.03525
0.170975,-0.767404,1.71014
0.169152,-0.769544,1.71067
0.0511171,-0.0906636,1.44705
0.161909,0.12328,0.6953
-0.239989,0.119678,0.742503
-0.240552,0.117186,0.734601
0.0393331,0.121377,0.718069
0.232797,0.108742,0.769247
-0.17088,0.0345346,1.02005
-0.139131,-0.0572548,1.29479
-0.165913,-0.0569351,0.99835
0.278685,-0.584571,1.84226
0.301203,-0.251612,1.8334
0.275636,-0.298382,1.95791
0.151564,-0.274504,2.13301
-0.131048,-0.0780201,1.33442
-0.250317,0.0604417,0.935286
0.267268,-0.298626,2.0601
-0.200893,0.0975451,0.806069
-0.0360734,0.138618,0.685691
-0.0203802,0.0975616,0.802086
-0.0841864,0.115423,0.750404
-0.157321,0.02784,1.03328
-0.103511,-0.332988,1.30802
-0.0818899,-0.291313,1.32455
-0.0493543,-0.309419,1.72149
-0.0707551,-0.321819,1.31075
-0.0445953,-0.150693,1.60329
-0.170341,-0.169843,1.66557
-0.0178782,-0.250803,1.69035
-0.15476,0.0447949,1.00672
-0.173669,-0.101214,1.35528
-0.136432,-0.0693815,1.29939
-0.181188,-0.089673,1.36585
-0.203913,0.115072,0.742546
0.321818,-0.304126,1.96641
0.228478,-0.196304,1.77585
0.10485,-0.277712,2.04791
0.104248,-0.285794,2.10302
-0.200532,-0.256145,0.909064
-0.197047,-0.274352,0.90528
-0.198819,-0.270831,0.90501
-0.161176,-0.102788,1.3376
-0.174619,-0.115769,1.35616
-0.139937,-0.103531,1.33423
-0.119826,-0.336411,1.30017
-0.201125,0.100099,0.802938
-0.161708,0.12303,0.729458
-0.0991297,0.129728,0.708242
0.21261,-0.757343,1.74891
0.206649,-0.728646,1.65991
0.336121,-0.779046,2.15795
0.282183,-0.664172,1.81664
0.0369277,0.0967511,0.811624
0.091598,0.122359,0.71626
0.0986725,0.129116,0.681578
-0.00145639,0.139111,0.682218
0.036395,0.139826,0.684475
0.0714966,0.117727,0.730129
0.264624,0.121728,0.622411
0.198634,0.113639,0.747948
-0.263276,0.0520279,0.967266
-0.0800185,0.0827305,0.856923
-0.0599846,0.0768484,0.87756
-0.270852,0.0535698,0.97247
-0.236632,0.0679538,0.908486
-0.240956,0.0667984,0.912349
-0.0629579,-0.258687,1.79137
-0.129965,-0.687436,1.68262
-0.123362,-0.354548,1.33058
-0.0230995,-0.543009,1.70287
0.110355,-0.265172,2.00362
0.0915714,-0.29319,2.14976
0.259802,-0.19278,1.74714
